period,year,half-year,quarter,month,day,indicator,unit,Status,Data producer,Region / business partner,Data type,values,sort
year,2001,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-2.4,AB004C006D001
year,2001,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-3.5,AB004C006D002
year,2001,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.4,AB004C006D003
year,2001,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-4.0,AB004C006D004
year,2001,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",2.4,AB004C006D005
year,2001,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-2.6,AB004C006D006
year,2001,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.5,AB004C006D007
year,2001,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",6.1,AB004C006D008
year,2001,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.3,AB004C006D009
year,2002,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.4,AB003C000D000E000
year,2002,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",102.6,AB003C000D000E000F000
year,2002,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.8,AB003C000D000E000F000G000
year,2002,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",104.2,AB003C000D000E000F000G001
year,2002,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.8,AB003C000D000E000F000G002
year,2002,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",104.5,AB003C000D000E000F000G003
year,2002,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.4,AB003C000D000E000F001
year,2002,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",102.5,AB003C000D000E000F001G000
year,2002,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.1,AB003C000D000E000F001G001
year,2002,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",103.8,AB003C000D000E000F001G002
year,2002,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",97.1,AB003C000D000E000F001G003
year,2002,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.6,AB004C006
year,2002,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.8,AB004C006D000
year,2002,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",5.0,AB004C006D001
year,2002,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.6,AB004C006D002
year,2002,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",4.3,AB004C006D003
year,2002,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.1,AB004C006D004
year,2002,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.2,AB004C006D005
year,2002,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.4,AB004C006D006
year,2002,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.3,AB004C006D007
year,2002,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-4.1,AB004C006D008
year,2002,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.2,AB004C006D009
year,2003,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.7,AB003C000D000E000
year,2003,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",102.9,AB003C000D000E000F000
year,2003,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.8,AB003C000D000E000F000G000
year,2003,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",104.7,AB003C000D000E000F000G001
year,2003,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",102.0,AB003C000D000E000F000G002
year,2003,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",105.1,AB003C000D000E000F000G003
year,2003,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.4,AB003C000D000E000F001
year,2003,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",102.2,AB003C000D000E000F001G000
year,2003,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.1,AB003C000D000E000F001G001
year,2003,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",103.8,AB003C000D000E000F001G002
year,2003,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",97.1,AB003C000D000E000F001G003
year,2003,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.3,AB004C006
year,2003,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.0,AB004C006D000
year,2003,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.3,AB004C006D001
year,2003,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.0,AB004C006D002
year,2003,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.0,AB004C006D003
year,2003,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.0,AB004C006D004
year,2003,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.4,AB004C006D005
year,2003,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.1,AB004C006D006
year,2003,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.5,AB004C006D007
year,2003,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.2,AB004C006D008
year,2003,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.5,AB004C006D009
year,2004,,,,,Austria - Residential Property Price Index 2000=100 hedonic regr model,Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",99.7,AB003C000D000E000
year,2004,,,,,"Real estate price index, Austria (excl. Vienna), 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",100.1,AB003C000D000E000F000
year,2004,,,,,"Real estate pi, Austria (excl. Vienna),single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",96.4,AB003C000D000E000F000G000
year,2004,,,,,"Real estate pi, Austria (excl Vienna), apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.6,AB003C000D000E000F000G001
year,2004,,,,,"Real estate pi, Austria (excl Vienna), new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.2,AB003C000D000E000F000G002
year,2004,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.7,AB003C000D000E000F000G003
year,2004,,,,,"Real estate price index, Vienna, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.8,AB003C000D000E000F001
year,2004,,,,,"Real estate price index, Vienna, single-family houses, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",101.9,AB003C000D000E000F001G000
year,2004,,,,,"Real estate price index, Vienna, apartments total, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.6,AB003C000D000E000F001G001
year,2004,,,,,"Real estate price index, Vienna, new apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.2,AB003C000D000E000F001G002
year,2004,,,,,"Real estate price index, Vienna, used apartments, 2000=100",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",98.7,AB003C000D000E000F001G003
year,2004,,,,,Austria - Resid Property Price Index 00=100 hedonic regr model annch%,Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-1.9,AB004C006
year,2004,,,,,"Real estate price index, Vienna, annual change in %, 2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.5,AB004C006D000
year,2004,,,,,"Real estate price index, Vienna, single-family houses,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.3,AB004C006D001
year,2004,,,,,"Real estate price index, Vienna, apartments total, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",0.5,AB004C006D002
year,2004,,,,,"Real estate price index, Vienna, new apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-5.4,AB004C006D003
year,2004,,,,,"Real estate price index, Vienna, used apartments, 2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",1.6,AB004C006D004
year,2004,,,,,"Real estate price index, Austria excl Vienna, annual change %,2000=100",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-2.8,AB004C006D005
year,2004,,,,,"Real estate pi, AT (excl. Vienna),single-family houses,00=100 ann.ch%",Percent,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-2.5,AB004C006D006
year,2004,,,,,"Real estate pi, Austria (excl Vienna), apartments total,00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-2.9,AB004C006D007
year,2004,,,,,"Real estate pi, Austria (excl Vienna), new apartments,2000=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-0.8,AB004C006D008
year,2004,,,,,"Real estate pi, Austria (excl Vienna), used apartments, 00=100 ann.ch%",Index,Neither seasonally nor working day adjusted,Austria,Total,"Standard, in units",-3.2,AB004C006D009
